"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"3081","22423"," 22627"," 22624"," 22626"," 22910"," 22142"," 22144"," 22667"," 22666"," 22665"," 21098"," 22952"," 22905"," 22904"," 22911"," 22938"," 22906"," 22197"," 20754"," 20752"," 20751"," 22956"," 22955"," 22953"," 21558"," 22352"," 21240"," 21239"," 21238"," 21559"," 21355"," 21354"," 21357"," 21356"," 22086"," 22371"," 22965"," 82578"," 82580"," 82581"," 22890"," 22457"," 22185"," 21381"," 21380"," 22966"," 21658"," 22964"," 21156"," 47591D"," 22367"," 22207"," 21949"," 21061"," 21059"," 21060"," 21063"," 20914"," 23255"," 23254"," 84997D"," 23256"," 22131"," 22328"," 22613"," 22851"," 22908"," 22907"," 84828"," 84378"," 22138"," 22629"," 22630"," 84992"," 22562"," 22083"," 22084"," 16259"," 75049L"," 22993"," 22979"," 44234"," 21329"," 22440"," 22433"," 22432"," 22431"," 21327"," 21328"," 22554"," 47594A"," 22435"," 20682"," 20686"," 47566"," 22353"," 22503"," 22625"," 23308"," 23298"
"3082","90057"," 47504H"," 22377"," 22074"," 20733"," 22476"," 22611"," 37449"," 21213"," 22955"," 22956"," 10080"," 22417"," 21975"," 23293"," 23295"," 23297"," 23308"," 22964"," 22267"," 22930"," 23120"," 23122"," 23119"," 23189"," 90206A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3083","84879"," 22784"," 21441"," 85123A"," 22423"," 22699"," 22698"," 22697"," 22087"," 22082"," 22079"," 20973"," 21986"," 21735"," 22487"," 21980"," 22777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3084","22508"," 22722"," 22892"," 84375"," 84380"," 22328"," 21949"," 84050"," 84378"," 84991"," 22666"," 21559"," 22740"," 21428"," 22356"," 22960"," 22720"," 21189"," 22486"," 21192"," 22211"," 22470"," 22224"," 22297"," 72351A"," 22219"," 84879"," 22432"," 22961"," 22502"," 22537"," 22433"," 84077"," 22560"," 22149"," 22621"," 22526"," 21703"," 21915"," 21914"," 22492"," 20723"," 22693"," 21889"," 21790"," 22440"," 21936"," 23204"," 23205"," 20724"," 84692"," 15044D"," 15044B"," 15044A"," 15036"," 71477"," 85175"," 22501"," 23119"," 23240"," 23155"," 23159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3085","22322"," 22792"," 22776"," 22798"," 22800"," 84946"," 22180"," 21313"," 22423"," 21326"," 23056"," 23146"," 23147"," 23132"," 22822"," 47566"," 82482"," 22854"," 82484"," 22464"," 22342"," 23145"," 23212"," 23355"," 22577"," 22600"," 23090"," 23103"," 23130"," 72741"," 22173"," 82483"," 82486"," 23108"," 23025"," 23032"," 84879"," 22457"," 22111"," 22114"," 84029E"," 22784"," 22791"," 84947"," 22639"," 23083"," 21314"," 22595"," 22469"," 22189"," 22602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3086","23190"," 23000"," 22328"," 22633"," 23209"," 22352"," 22725"," 22727"," 21172"," 22114"," 23004"," 23543"," 23534"," 22632"," 23355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3087","21955"," 22621"," 21533"," 21035"," 84970L"," 84970S"," 20975"," 22090"," 22699"," 22697"," 21212"," 21977"," 85123A"," 48184"," 22189"," 21915"," 22024"," 22714"," 21509"," 22035"," 22027"," 21871"," 84946"," 72802C"," 22698"," 22178"," 48187"," 48194"," 20685"," 21790"," 21791"," 22620"," 21891"," 22757"," 22817"," 22984"," 22028"," 21519"," 22692"," 21524"," 22822"," 22832"," 84836"," 22294"," 22295"," 47566B"," 84380"," 22907"," 22978"," 22720"," 47566"," 22499"," 22558"," 22427"," 22957"," 22858"," 22986"," 23232"," 23177"," 22423"," 48138"," 22712"," 22192"," 22193"," 23165"," 23299"," 22624"," 23298"," 23111"," 23066"," 21916"," 23061"," 23168"," 21755"," 23068"," 23073"," 23065"," 22706"," 22077"," 22982"," 23235"," 23229"," 23286"," 23288"," 23287"," 23306"," 23307"," 23241"," 23308"," 23283"," 22079"," 21080"," 22839"," 22457"," 82482"," 82494L"," 21781"," 23226"," 23173"," 22625"
"3088","23073"," 23111"," 22423"," 22182"," 84913B"," 23020"," 22791"," 84946"," 22801"," 22178"," 82483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3089","22969"," 22960"," 22942"," 85048"," 22909"," 22952"," 84347"," 84832"," 84970S"," 21481"," 22112"," 22835"," 22708"," 20713"," 85099B"," 20724"," 22442"," 22443"," 22301"," 22300"," 79164"," 22310"," 22314"," 22150"," 22867"," 35004C"," 22086"," 22865"," 21232"," 22720"," 22966"," 22423"," 22699"," 22697"," 22693"," 22469"," 22894"," 16156S"," 16161P"," 22040"," 22045"," 22704"," 22663"," 21786"," 22502"," 22501"," 47566"," 22990"," 22241"," 22281"," 22322"," 22808"," 22957"," 85203"," 72741"," 22366"," 22189"," 22188"," 22321"," 22859"," 22861"," 21717"," 22698"," 22649"," 22059"," 22661"," 21622"," 46000S"," 22084"," 22611"," 21626"," 22053"," 23052"," 48173C"," 22691"," 22175"," 22176"," 23007"," 23008"," 20719"," 21399"," 35809A"," 35810A"," 22060"," 37482P"," 22231"," 21775"," 21314"," 22893"," 84751B"," 84750B"," 23073"," 23204"," 23199"," 23065"," 84077"," 21058"," 21062"," 23233"," 22027"
"3090","21533"," 22892"," 21232"," 21231"," 21843"," 22423"," 21527"," 22649"," 22592"," 22909"," 22574"," 22595"," 21481"," 21217"," 21498"," 22072"," 22321"," 37448"," 22840"," 22842"," 23438"," 23436"," 23373"," 23374"," 22910"," 35970"," 23210"," 23263"," 22456"," 21210"," 23293"," 23245"," 23173"," 23175"," 22699"," 22697"," 22963"," 22962"," 21239"," 21238"," 23169"," 22704"," 23546"," 23545"," 22027"," 22712"," 22026"," 22029"," 23480"," 23108"," 23079"," 23485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3091","22110"," 84031A"," 22585"," 22813"," 22910"," 23313"," 22594"," 23263"," 23264"," 23266"," 23265"," 22621"," 22147"," 23275"," 23433"," 23083"," 23569"," 23483"," 22734"," 22144"," 22086"," 23494"," 22150"," 20972"," 22749"," 23298"," 21136"," 35004B"," 22844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3092","85179A"," 85179C"," 84879"," 84946"," 23147"," 23146"," 22029"," 22585"," 22138"," 22634"," 22972"," 22635"," 22109"," 22041"," 82001S"," 21137"," 23079"," 79321"," 22892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3093","15056BL"," 20679"," 51008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3094","21340"," 18097C"," 15056N"," 84946"," 84949"," 21326"," 21012"," 72598"," 22427"," 22791"," 23492"," 22151"," 22464"," 22224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3095","20679"," 15056P"," 15056N"," 15056BL"," 22670"," 22674"," 82581"," 82580"," 79337"," 84660C"," 84660B"," 84660A"," 22512"," 22511"," 22510"," 22403"," 22396"," 22395"," 22394"," 22393"," 22391"," 22223"," 22222"," 82484"," 82483"," 82486"," 21668"," 15060B"," 85116"," 79163"," 78124"," 21932"," 21933"," 22123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3096","21137"," 16169E"," 23545"," 23231"," 85048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3097","21977"," 22402"," 22398"," 22727"," 22726"," 22969"," 84978"," 22281"," 22957"," 22856"," 22148"," 22863"," 84970S"," 21212"," 22692"," 22992"," 23176"," 23177"," 23126"," 23052"," 23054"," 23050"," 23053"," 84879"," 21900"," 21901"," 22179"," 22195"," 22460"," 22729"," 22991"," 23144"," 23284"," 23206"," 21658"," 23089"," 23302"," 84755"," 23108"," 23203"," 23207"," 23201"," 23168"," 23153"," 23159"," 23154"," 22383"," 21902"," 20728"," 20723"," 23308"," 20724"," 23542"," 23531"," 22835"," 22112"," 22411"," 22940"," 23661"," 23660"," 23315"," 23316"," 23317"," 22980"," 22979"," 22865"," 23209"," 22725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3098","22077"," 20972"," 85185B"," 84898F"," 21894"," 21430"," 16237"," 46000M"," 21829"," 22149"," 22147"," 22750"," 22749"," 21830"," 20992"," 20996"," 21868"," 16161P"," 21497"," 21166"," 22720"," 22989"," 22990"," 84992"," 22279"," 84030E"," 22178"," 21313"," 22960"," 23192"," 23240"," 23306"," 23307"," 10133"," 16219"," 20984"," 21794"," 21992"," 22209"," 22211"," 22610"," 84857C"," 22585"," 85177"," 85049C"," 21447"," 21974"," 84987"," 84510A"," 22741"," 20974"," 22645"," 84920"," 21915"," 23469"," 23486"," 23493"," 23497"," 23570"," 21642"," 84012"," 90012B"," 90057"," 90058B"," 21745"," 22564"," 20969"," 22150"," 22568"," 22766"," 23408"," 23452"," 21833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3099","22776"," 22151"," 85123A"," 22720"," 22666"," 22960"," 22993"," 22722"," 22907"," 22989"," 22978"," 84378"," 22966"," 22979"," 22249"," 22251"," 22283"," 22291"," 22281"," 22855"," 22268"," 20724"," 22355"," 23070"," 21889"," 22569"," 22652"," 22558"," 23168"," 23243"," 48187"," 48188"," 23245"," 22423"," 48184"," 22824"," 71477"," 22077"," 23235"," 22090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3100","22423"," 22699"," 22776"," 85123A"," 22784"," 22470"," 22469"," 37449"," 37446"," 37448"," 22720"," 22666"," 22191"," 82600"," 82552"," 22857"," 22842"," 22841"," 22840"," 48187"," 22831"," 22844"," 22845"," 21912"," 22549"," 21790"," 21890"," 21892"," 22584"," 22716"," 21507"," 22714"," 21497"," 23232"," 23230"," 23166"," 23167"," 23165"," 22969"," 22843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3101","23330"," 23333"," 22909"," 22952"," 21790"," 22582"," 22865"," 22866"," 22632"," 22633"," 84992"," 85048"," 23268"," 23266"," 23265"," 23264"," 23263"," 23221"," 23223"," 23220"," 23222"," 22581"," 22579"," 22578"," 22577"," 22595"," 22594"," 22593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3102","22907"," 21080"," 16161P"," 21498"," 22077"," 20898"," 20897"," 21090"," 21084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3103","21137"," 22041"," 23550"," 21495"," 23196"," 23244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3104","21889"," 21892"," 21891"," 21890"," 21718"," 21716"," 21715"," 22113"," 22111"," 22110"," 22358"," 22357"," 22115"," 22969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3105","82581"," 21745"," 21917"," 21876"," 21868"," 22665"," 22667"," 22666"," 82583"," 21755"," 82599"," 82600"," 21174"," 21169"," 23012"," 23182"," 22670"," 21166"," 85152"," 23184"," 23181"," 22722"," 23243"," 23014"," 23013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3106","23176"," 23194"," 22891"," 22784"," 82484"," 22854"," 22776"," 22502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3107","22855"," 22766"," 85066"," 22171"," 84970S"," 22178"," 47566"," 22763"," 22761"," 22317"," 21730"," 22487"," 84906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3108","22189"," 85123A"," 21981"," 21984"," 21983"," 21790"," 22083"," 22089"," 22090"," 21756"," 21755"," 84755"," 23138"," 22851"," 22738"," 22736"," 22589"," 23265"," 23264"," 23263"," 22581"," 22579"," 22578"," 22577"," 22595"," 22594"," 22593"," 23354"," 23352"," 23351"," 22086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3109","21790"," 23284"," 23355"," 22207"," 22111"," 22112"," 22835"," 22476"," 22728"," 22730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3110","20725"," 21094"," 21039"," 22667"," 21212"," 21156"," 20914"," 22567"," 22699"," 22315"," 47591D"," 79000"," 22191"," 22624"," 21621"," 22989"," 22990"," 22907"," 22960"," 22851"," 21121"," 21122"," 21232"," 22646"," 21700"," 21977"," 84991"," 22197"," 21916"," 22488"," 22457"," 20992"," 22247"," 21430"," 15036"," 21035"," 21080"," 22084"," 21155"," 21042"," 84992"," 84987"," 22558"," 22464"," 23155"," 21877"," 21174"," 16156S"," 22605"," 16161P"," 23298"," 22303"," 22469"," 23170"," 23168"," 23299"," 20718"," 21876"," 21210"," 22673"," 22185"," 23306"," 23307"," 84949"," 22178"," 23145"," 84970S"," 23144"," 23101"," 23102"," 23100"," 23210"," 23211"," 22579"," 22577"," 22578"," 23212"," 23213"," 22086"," 23247"," 84755"," 71459"," 23294"," 23293"," 23295"," 23235"," 23244"," 22465"," 23336"," 22993"," 84375"," 23078"," 23209"," 23300"," 23301"," 85049E"," 85049A"," 22111"," 23296"," 23338"
"3111","85039A"," 22055"," 84029G"," 22476"," 48138"," 22366"," 21955"," 22691"," 23284"," 22700"," 22207"," 22703"," 22501"," 22139"," 22622"," 23307"," 22423"," 21790"," 23309"," 22548"," 47559B"," 22890"," 37446"," 51014A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3112","21068"," 23156"," 21981"," 23379"," 21982"," 21985"," 21980"," 22614"," 23380"," 21967"," 21986"," 21147"," 23159"," 20982"," 20983"," 21561"," 22138"," 22689"," 22667"," 22943"," 23239"," 21108"," 85071A"," 85071C"," 85071B"," 22845"," 23414"," 22107"," 22109"," 22844"," 23392"," 23559"," 21328"," 21329"," 23439"," 21558"," 22352"," 21166"," 21163"," 21248"," 21158"," 22071"," 22070"," 23356"," 23355"," 22835"," 22114"," 37476"," 21890"," 85066"," 21381"," 21034"," 22365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3113","16169E"," 23232"," 21591"," 23296"," 79190B"," 21084"," 22402"," 23308"," 23294"," 23293"," 23295"," 22398"," 22396"," 22400"," 21158"," 21163"," 23367"," 23366"," 21587"," 22955"," 22418"," 85123A"," 21733"," 22222"," 22966"," 21623"," 85231B"," 22693"," 21833"," 23081"," 22809"," 22867"," 22633"," 23439"," 22632"," 22866"," 22834"," 22865"," 20728"," 21232"," 16216"," 16237"," 16238"," 16236"," 21803"," 23157"," 35933"," 23247"," 23437"," 23436"," 23374"," 23375"," 23373"," 22952"," 23353"," 23354"," 22328"," 21090"," 22210"," 22211"," 22694"," 22473"," 22472"," 20727"," 23208"," 23207"," 21985"," 22139"," 84030E"," 22110"," 22560"," 22961"," 22748"," 22747"," 22745"," 22751"," 22746"," 22750"," 22749"," 22371"," 23378"," 82616C"," 21034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3114","22111"," 22113"," 82494L"," 22224"," 22796"," 22227"," 22866"," 23393"," 23456"," 23454"," 23103"," 23491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3115","22319"," 22220"," 84819"," 23470"," 22758"," 22756"," 22757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3116","22021"," 85206A"," 21459"," 22111"," 22835"," 22112"," 22650"," 22644"," 22646"," 72741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
